area_id,stop_id
110101,n340258199
110101,n340258199
110101,n340258199
110101,n340258199
110101,n340258199
110101,n340258199
110101,n339094371
110101,n339094371
110101,n339094371
110101,n339094371
110101,n339095053
110101,n339095053
110101,n339095053
110101,n339095053
110101,n339095053
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261588
110105,n340261667
110105,n340261667
110105,n340261667
110105,n340261667
110105,n340261667
110105,n340261667
110105,n340261743
110105,n340261743
110105,n340261743
110105,n340261743
110105,n340261743
110105,n1094072326
110105,n1094072326
110105,n1094072326
110105,n1094072326
110105,n1094072326
110105,n1094072326
110105,n7896842487
110105,n7896842487
110105,n294123681
110105,n294123681
110105,n294123681
110105,n294123681
110105,n294123681
110105,n340262425
110105,n340262425
110105,n340262425
110114,n340262426
110114,n340262426
110114,n340262426
110114,n340262455
110114,n340262455
110114,n340262543
110114,n340262543
110114,n5687495580
110114,n1357687998
110114,n1357688158
110105,n1306482860
110105,n1357687987
110105,n7896842488
110105,n1094073255
110105,n1350293260
110105,n1350293262
110105,n1357810257
110101,n1357810260
110101,n1357810270
110101,n1357810242
110101,n1357810263
110101,n3416862536
110101,n1357810266
110101,n1357810241
110101,n1359089771
110101,n1359090017
110101,n1359090015
110106,n1359090018
110106,n1359090014
110106,n1359090016
110107,n6127534422
110107,n6127534422
110107,n6127534422
110107,n6127534571
110107,n6127534571
110107,n6127534571
110107,n6127534571
110107,n6127534571
110107,n6127534573
110107,n6127534573
110107,n6127534573
110107,n6127534573
110107,n6127534573
110107,n6127534573
110107,n6127534579
110107,n6127534579
110107,n6127534579
110107,n6127534579
110107,n6127534579
110108,n6127534582
110108,n6127534582
110108,n6127534582
110108,n6127534582
110108,n6127534582
110108,n6127534686
110108,n6127534686
110108,n6127534686
110108,n6127534686
110108,n6127534686
110108,n2099471226
110108,n2099471226
110108,n2099471226
110108,n2099471226
110108,n2099471226
110108,n2099471226
110108,n4137849447
110108,n4137849447
110108,n4137849449
110108,n4137849449
110108,n4137849449
110108,n4137849449
110108,n4137849449
110108,n4137849449
110108,n4137849449
110108,n4137849449
110108,n4137849442
110108,n4137849442
110108,n4137849442
110108,n4137849442
110108,n4137849442
110108,n4137849442
110108,n4137849442
110102,n11283748467
110102,n11283748467
110102,n11283748467
110102,n11283748467
110102,n11283748467
110102,n11283748467
110102,n11283748467
110102,n11283748467
110102,n4137849444
110102,n4137849444
110102,n4137849445
110102,n4137849445
110102,n4139856527
110102,n4139856527
110102,n4139856527
110102,n4139856527
110102,n4139856519
110102,n4139856519
110102,n4139856519
110102,n4139856519
110102,n4139856519
